usuario_id,ingreso_mensual,deuda_mensual,nivel_endeudamiento,gasto_mensual_promedio,ahorro_mensual_estimado,porcentaje_gastos_ingreso,frecuencia_ahorro,perfil_financiero,ratio_gasto_ingreso,ratio_deuda_ingreso,ratio_ahorro_ingreso,cantidad_transacciones,monto_total,monto_promedio_transaccion,monto_mediano,monto_maximo,desviacion_montos,cantidad_recurrentes,cantidad_transacciones_grandes,categorias_distintas,ratio_deuda_ingreso_calculado,ratio_gasto_ingreso_calculado,ratio_ahorro_ingreso_calculado
USR0011,6013.07,1027.08,17.08,4031.29,954.69,67.04,Media,En observación,0.6704212656762686,0.17080792340684542,0.1587691478728836,77,120532.35,1565.355194805195,876.28,6024.0,1912.4585620447958,31,12,12,0.17080792340684542,0.6704212656762686,0.1587691478728836
USR0012,2032.1,656.85,32.32,1748.74,-373.49,86.06,Nunca,En riesgo,0.8605580434033758,0.3232370454209931,-0.1837950888243689,74,45370.05,613.1087837837838,381.89,2077.31,637.9147266454221,31,12,11,0.3232370454209931,0.8605580434033758,-0.1837950888243689
USR0013,4940.16,2569.28,52.01,3742.88,-1372.0,75.76,Nunca,En riesgo,0.7576434771343439,0.5200803212851406,-0.2777237984194844,77,104196.52,1353.2015584415585,862.44,4981.64,1540.5956073383345,16,12,12,0.5200803212851406,0.7576434771343439,-0.2777237984194844
USR0014,4737.76,803.47,16.96,3952.96,-18.66,83.44,Nunca,En riesgo,0.8343520988821721,0.1695885819458985,-0.003938570125966701,76,104288.64,1372.2189473684211,862.085,4817.13,1482.6368464134694,29,12,11,0.1695885819458985,0.8343520988821721,-0.003938570125966701
USR0015,1786.48,135.75,7.6,1158.39,492.34,64.84,Alta,En observación,0.6484203573507681,0.07598741659576373,0.2755922260534683,72,35338.42,490.81138888888887,241.05,1846.41,597.7322167836886,28,15,10,0.07598741659576373,0.6484203573507681,0.2755922260534683
USR0016,2680.49,433.08,16.16,2045.83,201.58,76.32,Baja,En observación,0.7632298572275965,0.161567474603524,0.07520266816887958,76,56715.82,746.2607894736842,504.815,2654.72,829.3657894636733,28,12,10,0.161567474603524,0.7632298572275965,0.07520266816887958
USR0017,2810.74,1158.78,41.23,1564.99,86.97,55.68,Baja,En riesgo,0.5567893152692885,0.41226865522958367,0.03094202950112782,73,52508.71,719.297397260274,372.22,2880.73,940.5406835580552,29,12,10,0.41226865522958367,0.5567893152692885,0.03094202950112782
USR0018,2517.73,477.64,18.97,1960.43,79.66,77.86,Baja,En riesgo,0.7786498155084144,0.18971057261898613,0.031639611872599525,72,53737.88,746.3594444444444,459.375,2587.01,816.449247662179,25,12,10,0.18971057261898613,0.7786498155084144,0.031639611872599525
USR0019,1696.46,249.75,14.72,1424.73,21.98,83.98,Baja,En riesgo,0.8398252832368579,0.14721832521839595,0.01295639154474612,77,37454.34,486.41999999999996,304.37,1653.38,503.2686115809643,21,12,11,0.14721832521839595,0.8398252832368579,0.01295639154474612
USR0020,3676.89,415.81,11.31,3372.89,-111.82,91.73,Nunca,En riesgo,0.9173214319710408,0.11308741898724194,-0.030411570648020473,78,84597.33,1084.581153846154,721.52,3669.15,1103.9841062402659,33,12,11,0.11308741898724194,0.9173214319710408,-0.030411570648020473
USR0021,4095.66,241.45,5.9,1668.09,2186.12,40.73,Alta,Saludable,0.4072823427725934,0.05895264743655479,0.5337650097908517,75,69164.95,922.1993333333332,418.45,3998.34,1315.0219201937623,31,13,10,0.05895264743655479,0.4072823427725934,0.5337650097908517
USR0022,1369.2,196.3,14.34,944.48,228.42,68.98,Media,En observación,0.689804265264388,0.14336839030090565,0.16682734443470637,75,27764.18,370.1890666666667,226.58,1341.11,419.034514785536,29,13,11,0.14336839030090565,0.689804265264388,0.16682734443470637
USR0023,3204.56,425.78,13.29,1896.94,881.84,59.2,Alta,Saludable,0.5919502209351674,0.13286691464662856,0.27518286441820405,78,61218.07,784.8470512820513,479.945,2816.08,878.63316877876,30,16,12,0.13286691464662856,0.5919502209351674,0.27518286441820405
USR0024,1775.06,317.46,17.88,1291.18,166.41,72.74,Baja,En observación,0.7274007639178395,0.17884465877209785,0.09374894369767782,76,36794.88,484.1431578947368,283.525,1768.72,547.8641040190182,24,12,11,0.17884465877209785,0.7274007639178395,0.09374894369767782
USR0025,4518.84,1352.13,29.92,3480.49,-313.78,77.02,Nunca,En riesgo,0.7702175779624859,0.29922059643625354,-0.06943817439873949,79,95991.89,1215.0872151898734,775.12,4484.7,1384.8689500241037,20,12,12,0.29922059643625354,0.7702175779624859,-0.06943817439873949
USR0026,4689.02,1213.93,25.89,3918.6,-443.51,83.57,Nunca,En riesgo,0.8356970113157972,0.25888778465436274,-0.09458479597016006,76,103291.43,1359.0977631578946,862.47,4790.41,1479.1063462407283,27,12,10,0.25888778465436274,0.8356970113157972,-0.09458479597016006
USR0027,2219.26,1100.3,49.58,1637.89,-518.93,73.8,Nunca,En riesgo,0.7380342997215288,0.49579589592927364,-0.23383019565080249,78,46285.770000000004,593.4073076923078,363.28,2186.94,680.4334697912337,28,12,11,0.49579589592927364,0.7380342997215288,-0.23383019565080249
USR0028,2899.73,117.51,4.05,2566.64,215.58,88.51,Baja,En observación,0.8851306845809782,0.04052446262238209,0.07434485279663969,75,65596.37,874.6182666666666,548.81,2912.39,903.5564891543313,25,12,11,0.04052446262238209,0.8851306845809782,0.07434485279663969
USR0029,5906.41,885.2,14.99,3303.2,1718.01,55.93,Alta,Saludable,0.5592568074346346,0.14987107227571403,0.2908721202896514,79,110515.22,1398.926835443038,726.24,5756.62,1817.8244880079583,24,12,11,0.14987107227571403,0.5592568074346346,0.2908721202896514
USR0030,3293.17,515.35,15.65,1896.69,881.12,57.59,Alta,Saludable,0.5759465803465962,0.156490554693502,0.2675598283720549,75,62278.31,830.3774666666667,477.88,3267.03,1048.305661891753,27,12,10,0.156490554693502,0.5759465803465962,0.2675598283720549
USR0031,4418.26,35.79,0.81,1773.39,2609.09,40.14,Alta,Saludable,0.4013774653370331,0.008100473942230652,0.5905243240551711,82,74299.78,906.0948780487805,389.28,4199.54,1340.6436273940242,24,14,13,0.008100473942230652,0.4013774653370331,0.5905243240551711
USR0032,2226.01,508.89,22.86,1561.27,155.86,70.14,Baja,En observación,0.7013760046001589,0.228610832835432,0.07001765490721065,74,45447.32,614.152972972973,366.21,2223.01,701.7325521931264,27,12,11,0.228610832835432,0.7013760046001589,0.07001765490721065
USR0033,5661.55,1479.6,26.13,4970.23,-788.28,87.79,Nunca,En riesgo,0.8778920966873028,0.26134185867827714,-0.1392339553655801,74,127581.34,1724.0721621621622,1139.87,5814.75,1790.4237873328527,28,12,10,0.26134185867827714,0.8778920966873028,-0.1392339553655801
USR0034,2189.49,292.57,13.36,1830.68,66.23,83.61,Baja,En riesgo,0.8361216539011369,0.13362472539267137,0.030249053432534524,76,48242.06,634.763947368421,424.96500000000003,2086.22,645.2826120619894,27,13,12,0.13362472539267137,0.8361216539011369,0.030249053432534524
USR0035,4852.78,339.12,6.99,3391.37,1122.29,69.89,Alta,En observación,0.6988509678988126,0.06988159364323131,0.23126743845795605,76,98929.79,1301.7077631578948,700.0999999999999,4865.34,1528.1043667163563,28,12,12,0.06988159364323131,0.6988509678988126,0.23126743845795605
USR0036,2507.96,1299.03,51.8,1391.03,-182.1,55.46,Nunca,En riesgo,0.5546460071133511,0.5179628064243449,-0.07260881353769598,72,46787.93,649.8323611111111,324.4,2591.66,848.4890004606999,28,12,10,0.5179628064243449,0.5546460071133511,-0.07260881353769598
USR0037,2641.35,523.47,19.82,1690.67,427.21,64.01,Media,En observación,0.6400779904215648,0.19818274745868592,0.16173926211974937,76,51984.31,684.0040789473684,364.53999999999996,2635.4,836.1701977423457,32,12,12,0.19818274745868592,0.6400779904215648,0.16173926211974937
USR0038,3663.18,285.28,7.79,2364.32,1013.57,64.54,Alta,En observación,0.6454282890821637,0.0778776909679568,0.2766912900812955,78,72330.02,927.3079487179488,579.9100000000001,3487.33,1072.6354825931387,29,12,12,0.0778776909679568,0.6454282890821637,0.2766912900812955
USR0039,3167.78,1333.52,42.1,2350.7,-516.44,74.21,Nunca,En riesgo,0.7420654212098061,0.4209635770160806,-0.1630289982258869,77,66221.79,860.0232467532467,553.94,3103.28,945.551151215163,27,12,11,0.4209635770160806,0.7420654212098061,-0.1630289982258869
USR0040,2200.63,362.18,16.46,1626.83,211.62,73.93,Baja,En observación,0.7392564856427477,0.16458014295906173,0.09616337139819052,74,45929.61,620.6704054054054,396.2,2211.92,704.0678271506238,29,12,10,0.16458014295906173,0.7392564856427477,0.09616337139819052
USR0041,4691.47,840.39,17.91,2735.9,1115.18,58.32,Alta,Saludable,0.5831647649883726,0.17913148757212558,0.2377037474395019,75,89128.51,1188.3801333333333,577.31,4764.45,1536.3314777553292,31,12,11,0.17913148757212558,0.5831647649883726,0.2377037474395019
USR0042,4625.59,775.77,16.77,3132.65,717.17,67.72,Media,En observación,0.6772433354447757,0.16771265935804944,0.15504400519717484,73,93098.91,1275.3275342465754,724.62,4729.48,1515.8065529884493,30,12,11,0.16771265935804944,0.6772433354447757,0.15504400519717484
USR0043,3873.23,867.4,22.39,2813.02,192.81,72.63,Baja,En observación,0.7262723876454535,0.22394745470834418,0.049780157646202264,75,80234.94,1069.7992,629.95,3930.15,1246.9233601893254,24,12,10,0.22394745470834418,0.7262723876454535,0.049780157646202264
USR0044,2379.52,990.92,41.64,1558.55,-169.96,65.5,Nunca,En riesgo,0.654985038999462,0.4164369284561592,-0.0714261699838623,76,47256.82,621.8002631578947,362.35,2327.41,738.3410779415769,29,12,11,0.4164369284561592,0.654985038999462,-0.0714261699838623
USR0045,3825.41,503.86,13.17,2026.57,1294.98,52.98,Alta,Saludable,0.5297654369074165,0.1317139862132425,0.33852057687934106,75,70223.8,936.3173333333334,464.61,3892.41,1264.7386937756485,27,12,10,0.1317139862132425,0.5297654369074165,0.33852057687934106
USR0046,2455.9,132.03,5.38,1345.25,978.63,54.78,Alta,Saludable,0.547762531047681,0.05376033226108555,0.39848120851826213,76,45613.79,600.1814473684211,319.025,2374.84,757.4098240304764,28,12,11,0.05376033226108555,0.547762531047681,0.39848120851826213
USR0047,3563.24,418.56,11.75,2315.68,829.0,64.99,Alta,En observación,0.6498804458863282,0.11746612633445966,0.2326534277792122,72,70546.92,979.8183333333333,536.2049999999999,3634.45,1181.5413000357375,25,12,10,0.11746612633445966,0.6498804458863282,0.2326534277792122
USR0048,2556.31,416.92,16.31,1580.09,559.3,61.81,Alta,En observación,0.6181136090693226,0.1630944603745242,0.2187919305561532,77,49636.86,644.6345454545454,350.1,2503.36,787.2973250613798,31,13,12,0.1630944603745242,0.6181136090693226,0.2187919305561532
USR0049,6893.7,16.89,0.25,3202.33,3674.47,46.45,Alta,Saludable,0.46452993312734814,0.002450063101092302,0.5330185531717365,72,121152.39,1682.6720833333334,763.9549999999999,7006.46,2365.7612043138342,29,12,9,0.002450063101092302,0.46452993312734814,0.5330185531717365
USR0050,2676.4,606.08,22.65,1977.32,93.0,73.88,Baja,En observación,0.738798385891496,0.22645344492602004,0.03474816918248393,77,55844.58,725.2542857142857,452.83,2552.99,790.6487173491554,25,13,12,0.22645344492602004,0.738798385891496,0.03474816918248393
USR0051,3431.79,874.54,25.48,2528.89,28.36,73.69,Baja,En observación,0.7369011507114362,0.2548349403663977,0.008263908922165983,78,71528.23,917.0285897435897,537.3299999999999,3406.87,1061.4239300730653,19,12,12,0.2548349403663977,0.7369011507114362,0.008263908922165983
USR0052,4896.63,317.11,6.48,4989.29,-409.77,101.89,Nunca,En riesgo,1.0189232186217867,0.06476086614671724,-0.08368408476850404,76,118630.96,1560.9336842105265,1117.905,4931.41,1505.5798486269596,29,12,12,0.06476086614671724,1.0189232186217867,-0.08368408476850404
USR0053,1999.95,239.33,11.97,1525.62,235.0,76.28,Media,En observación,0.7628290707267681,0.1196679916997925,0.11750293757343934,72,42306.91,587.5959722222223,361.58000000000004,2037.07,653.5480691797803,25,12,9,0.1196679916997925,0.7628290707267681,0.11750293757343934
USR0054,2684.73,1299.14,48.39,2046.85,-661.27,76.24,Nunca,En riesgo,0.7624044131067184,0.48389968451203663,-0.24630782238809862,73,56778.950000000004,777.7938356164384,495.31,2721.2,859.6993965958718,24,12,11,0.48389968451203663,0.7624044131067184,-0.24630782238809862
USR0055,6003.15,158.18,2.63,3110.83,2734.14,51.82,Alta,Saludable,0.5181996118704347,0.02634949984591423,0.4554508882836511,75,109367.78,1458.2370666666666,681.56,5997.31,1947.191072289721,27,12,11,0.02634949984591423,0.5181996118704347,0.4554508882836511
USR0056,3952.92,1348.4,34.11,3497.41,-892.89,88.48,Nunca,En riesgo,0.884766198152252,0.3411149226394665,-0.22588112079171851,75,89403.91,1192.0521333333334,780.8,3992.0,1234.0788549636366,26,12,11,0.3411149226394665,0.884766198152252,-0.22588112079171851
USR0057,3532.86,737.05,20.86,2783.18,12.63,78.78,Baja,En riesgo,0.787797988032359,0.20862700474969287,0.003575007217948065,75,75792.54,1010.5672,623.88,3562.11,1117.941300008044,28,12,11,0.20862700474969287,0.787797988032359,0.003575007217948065
USR0058,3165.04,1172.24,37.04,2179.49,-186.69,68.86,Nunca,En observación,0.6886137300002527,0.3703713065237722,-0.058985036524024974,76,64134.39,843.873552631579,496.475,3192.15,1016.4147433808097,26,12,10,0.3703713065237722,0.6886137300002527,-0.058985036524024974
USR0059,2572.33,307.02,11.94,1131.79,1133.52,44.0,Alta,Saludable,0.4399863159081455,0.11935482616927066,0.4406588579225838,75,44449.37,592.6582666666667,271.9,2528.93,831.9235543595976,25,13,11,0.11935482616927066,0.4399863159081455,0.4406588579225838
USR0060,6739.25,256.84,3.81,3506.49,2975.92,52.03,Alta,Saludable,0.520308639685425,0.03811106577141373,0.44158029454316133,77,122948.97,1596.73987012987,811.49,6824.23,2208.7061154431653,28,12,12,0.03811106577141373,0.520308639685425,0.44158029454316133
USR0061,2608.64,989.23,37.92,1519.08,100.32,58.23,Baja,En observación,0.5823264229636899,0.3792129232090285,0.038456820412168795,74,49532.63,669.3598648648648,386.055,2658.67,869.3141389963042,30,12,10,0.3792129232090285,0.5823264229636899,0.038456820412168795
USR0062,2278.19,304.0,13.34,1262.51,711.68,55.42,Alta,Saludable,0.5541723912404145,0.13343926538172848,0.312388343377857,73,42488.39,582.0327397260274,306.03,2314.82,764.4900054598132,23,12,11,0.13343926538172848,0.5541723912404145,0.312388343377857
USR0063,3271.2,597.26,18.26,1989.37,684.57,60.81,Alta,En observación,0.6081468574223526,0.18258131572511618,0.2092718268525312,76,63126.92,830.6173684210526,428.54499999999996,3331.29,1063.548214061301,29,12,11,0.18258131572511618,0.6081468574223526,0.2092718268525312
USR0064,3486.21,287.26,8.24,3339.07,-140.12,95.78,Nunca,En riesgo,0.9577937072063932,0.08239893752814662,-0.040192644734539804,74,81903.4,1106.8027027027026,785.3199999999999,3505.97,1060.8951322108892,28,12,11,0.08239893752814662,0.9577937072063932,-0.040192644734539804
USR0065,3882.2,297.53,7.66,3677.31,-92.64,94.72,Nunca,En riesgo,0.9472232239451858,0.07663953428468394,-0.023862758229869663,75,90714.15,1209.522,781.52,3880.36,1174.3193511343707,31,12,10,0.07663953428468394,0.9472232239451858,-0.023862758229869663
USR0066,3239.73,1783.65,55.06,1413.3,42.77,43.62,Baja,En riesgo,0.43624005704179053,0.5505551388541639,0.013201717427069541,74,55836.35,754.5452702702703,356.77,3271.34,1087.477139577987,28,12,10,0.5505551388541639,0.43624005704179053,0.013201717427069541
USR0067,2682.09,986.18,36.77,1641.16,54.75,61.19,Baja,En observación,0.6118959468175937,0.3676908679425373,0.020413185239868906,75,51878.95,691.7193333333333,381.28,2711.04,870.3331375326273,26,12,11,0.3676908679425373,0.6118959468175937,0.020413185239868906
USR0068,1365.73,681.4,49.89,1068.15,-383.82,78.21,Nunca,En riesgo,0.7821092016723658,0.4989273135978561,-0.2810365152702218,76,29206.54,384.29657894736846,245.495,1356.45,419.76879107290364,33,12,11,0.4989273135978561,0.7821092016723658,-0.2810365152702218
USR0069,3161.5,627.36,19.84,2404.3,129.84,76.05,Baja,En riesgo,0.7604934366598134,0.19843745057725765,0.04106911276292899,72,66789.52,927.6322222222223,558.2149999999999,3259.46,1029.4630924975945,28,12,10,0.19843745057725765,0.7604934366598134,0.04106911276292899
USR0070,6734.48,719.72,10.69,3883.06,2131.7,57.66,Alta,Saludable,0.576593886981623,0.10687090911250759,0.3165352039058695,79,127410.43000000001,1612.790253164557,783.2,6684.54,2137.7861294093022,21,13,11,0.10687090911250759,0.576593886981623,0.3165352039058695
USR0071,4892.09,520.8,10.65,2858.36,1512.93,58.43,Alta,Saludable,0.5842819735532258,0.1064575672156481,0.30926045923112616,72,93005.5,1291.7430555555557,610.7149999999999,5015.44,1637.3163659017418,30,12,10,0.1064575672156481,0.5842819735532258,0.30926045923112616
USR0072,4999.9,1890.08,37.8,3439.93,-330.11,68.8,Nunca,En observación,0.6879997599951999,0.37802356047120944,-0.06602332046640934,74,101278.04000000001,1368.6221621621623,778.12,5079.13,1608.5582582900347,22,12,11,0.37802356047120944,0.6879997599951999,-0.06602332046640934
USR0073,5037.32,234.91,4.66,4430.27,372.14,87.95,Baja,En observación,0.8794894904433311,0.04663392438836524,0.07387658516830378,74,113611.0,1535.2837837837837,872.02,5127.77,1581.4790083290661,29,12,10,0.04663392438836524,0.8794894904433311,0.07387658516830378
USR0074,2523.72,466.43,18.48,1788.76,268.53,70.88,Media,En observación,0.7087791038625522,0.18481844261645508,0.10640245352099281,76,51749.7,680.9171052631579,437.255,2442.96,765.0005485275868,26,13,12,0.18481844261645508,0.7087791038625522,0.10640245352099281
USR0075,5777.17,421.99,7.3,3346.97,2008.21,57.93,Alta,Saludable,0.5793442117853551,0.07304441447975393,0.347611373734891,77,109489.64,1421.9433766233767,776.83,5851.53,1888.006296984098,30,12,11,0.07304441447975393,0.5793442117853551,0.347611373734891
USR0076,1298.72,533.55,41.08,715.11,50.06,55.06,Baja,En riesgo,0.550626770974498,0.4108275840827892,0.03854564494271283,73,24165.9,331.0397260273973,164.39,1291.05,422.2972315106867,21,13,9,0.4108275840827892,0.550626770974498,0.03854564494271283
USR0077,1921.57,962.28,50.08,1433.51,-474.22,74.6,Nunca,En riesgo,0.7460097732583253,0.5007780096483605,-0.2467877829066857,73,40260.98,551.5202739726028,371.63,1918.96,609.989544887571,28,12,11,0.5007780096483605,0.7460097732583253,-0.2467877829066857
USR0078,4688.9,1363.02,29.07,3115.66,210.22,66.45,Baja,En observación,0.6644756765979227,0.2906907803536011,0.04483354304847619,72,93654.70999999999,1300.759861111111,718.89,4861.21,1547.620976656528,28,12,9,0.2906907803536011,0.6644756765979227,0.04483354304847619
USR0079,3892.0,503.84,12.95,1726.31,1661.86,44.36,Alta,Saludable,0.4435534429599178,0.1294552929085303,0.42699383350462483,77,67419.72,875.5807792207793,434.59,3755.04,1218.6999248171737,30,12,11,0.1294552929085303,0.4435534429599178,0.42699383350462483
USR0080,3880.11,465.42,12.0,2915.14,499.55,75.13,Media,En observación,0.7513034424281785,0.1199502075972073,0.12874634997461412,79,81543.0,1032.1898734177216,689.29,3733.22,1124.6187494429846,29,12,11,0.1199502075972073,0.7513034424281785,0.12874634997461412
USR0081,4396.99,210.54,4.79,2190.36,1996.09,49.82,Alta,Saludable,0.49814987070700645,0.047882756158190036,0.45396737313480356,72,79048.2,1097.8916666666667,531.9,4492.62,1501.7959314523262,29,12,8,0.047882756158190036,0.49814987070700645,0.45396737313480356
USR0082,2418.62,371.76,15.37,2021.32,25.55,83.57,Baja,En riesgo,0.8357327732343237,0.15370748608710752,0.010563875267714648,81,53279.23,657.7682716049383,436.17,2279.57,675.4633534319055,30,12,12,0.15370748608710752,0.8357327732343237,0.010563875267714648
USR0083,3158.94,1184.11,37.48,2712.4,-737.57,85.86,Nunca,En riesgo,0.8586424560137261,0.3748440932717937,-0.23348654928551985,79,70456.15,891.8499999999999,555.3,3119.66,948.928953888649,28,12,12,0.3748440932717937,0.8586424560137261,-0.23348654928551985
USR0084,3892.75,96.06,2.47,2022.88,1773.81,51.97,Alta,Saludable,0.5196532014642605,0.024676642476398433,0.4556701560593411,72,70987.6,985.938888888889,511.82000000000005,3970.02,1320.7533929206559,21,12,9,0.024676642476398433,0.5196532014642605,0.4556701560593411
USR0085,6222.34,412.86,6.64,5712.85,96.63,91.81,Baja,En riesgo,0.9181192284574614,0.06635124406573732,0.01552952747680133,72,143222.29,1989.1984722222223,1424.915,6348.21,1971.145994342663,24,12,10,0.06635124406573732,0.9181192284574614,0.01552952747680133
USR0086,3371.67,385.97,11.45,2900.07,85.62,86.01,Baja,En riesgo,0.8601286602781412,0.11447442958533902,0.025393944247212807,73,75260.88,1030.9709589041097,657.34,3431.17,1076.6115224257544,30,12,11,0.11447442958533902,0.8601286602781412,0.025393944247212807
USR0087,4542.17,360.19,7.93,1929.38,2252.59,42.48,Alta,Saludable,0.4247705391916199,0.07929910153076614,0.4959281576867445,76,77658.59,1021.8235526315789,452.63,4562.58,1499.781760981425,30,12,12,0.07929910153076614,0.4247705391916199,0.4959281576867445
USR0088,1865.55,259.4,13.9,1268.38,337.77,67.99,Media,En observación,0.6798960092198012,0.13904746589477632,0.18105652488542254,76,37607.21,494.83171052631576,294.95000000000005,1820.74,566.2925148563844,27,12,10,0.13904746589477632,0.6798960092198012,0.18105652488542254
USR0089,4095.94,695.31,16.98,2453.05,947.58,59.89,Alta,Saludable,0.5988979330751916,0.16975590462750917,0.2313461622972993,79,78587.94,994.7840506329114,558.58,4043.13,1280.1846002307627,21,12,12,0.16975590462750917,0.5988979330751916,0.2313461622972993
USR0090,2163.79,111.97,5.17,845.83,1205.99,39.09,Alta,Saludable,0.3909020746005851,0.05174716585250879,0.5573507595469062,72,36115.47,501.60375,207.48000000000002,2228.6,753.6222714283209,22,12,9,0.05174716585250879,0.3909020746005851,0.5573507595469062
USR0091,1791.97,199.93,11.16,1103.15,488.88,61.56,Alta,En observación,0.6156074041418105,0.11156994815761424,0.27281706725000976,75,34741.46,463.2194666666667,236.12,1708.19,552.3243947661246,30,13,11,0.11156994815761424,0.6156074041418105,0.27281706725000976
USR0092,4779.02,447.2,9.36,2811.44,1520.38,58.83,Alta,Saludable,0.5882879753589648,0.0935756703257153,0.3181363543153199,74,91085.53,1230.8855405405404,664.105,4792.01,1556.0903027025047,20,12,10,0.0935756703257153,0.5882879753589648,0.3181363543153199
USR0093,5549.92,686.07,12.36,4781.17,82.69,86.15,Baja,En riesgo,0.8614844898665206,0.12361799809726988,0.014899313863983625,76,123973.08,1631.2247368421054,1051.475,5585.94,1714.100383910249,30,12,11,0.12361799809726988,0.8614844898665206,0.014899313863983625
USR0094,4101.81,737.59,17.98,2262.53,1101.69,55.16,Alta,Saludable,0.5515930772025033,0.17982061577693748,0.2685863070205592,74,76372.18,1032.0564864864864,497.53,4127.44,1341.6777068787542,26,12,10,0.17982061577693748,0.5515930772025033,0.2685863070205592
USR0095,3194.01,356.72,11.17,1850.3,986.99,57.93,Alta,Saludable,0.579303133052182,0.11168405859718661,0.30901280835063133,72,60531.67,840.7176388888888,442.15999999999997,3280.73,1072.1872747135767,33,12,9,0.11168405859718661,0.579303133052182,0.30901280835063133
USR0096,6891.73,768.2,11.15,3639.34,2484.19,52.81,Alta,Saludable,0.5280735025893354,0.11146693210558163,0.3604595653050831,79,126372.78,1599.6554430379747,780.7,6914.42,2231.066622492363,25,12,11,0.11146693210558163,0.5280735025893354,0.3604595653050831
USR0097,2653.61,175.74,6.62,1170.73,1307.13,44.12,Alta,Saludable,0.4411838966539921,0.0662267627872973,0.49258557210743104,76,45892.09,603.8432894736842,252.68,2617.69,868.6001346724712,27,12,10,0.0662267627872973,0.4411838966539921,0.49258557210743104
USR0098,3090.62,399.27,12.92,1787.58,903.78,57.84,Alta,Saludable,0.5783888022467983,0.12918767108217769,0.29242676226776504,78,58538.38,750.4920512820512,403.345,3075.39,976.7615287707879,25,12,12,0.12918767108217769,0.5783888022467983,0.29242676226776504
USR0099,4994.32,875.7,17.53,3750.87,367.75,75.1,Baja,En observación,0.7510271668615548,0.1753391853145173,0.07363364782392799,77,104942.19,1362.8855844155844,801.31,5026.12,1576.4288027778525,30,12,11,0.1753391853145173,0.7510271668615548,0.07363364782392799
USR0100,6507.81,1370.05,21.05,3933.79,1203.97,60.45,Media,En observación,0.6044721649833046,0.21052397042937637,0.18500386458731893,76,125299.11,1648.6725,926.21,6386.69,2022.0475227611075,27,12,10,0.21052397042937637,0.6044721649833046,0.18500386458731893
