usuario_id,ingreso_mensual,deuda_mensual,nivel_endeudamiento,gasto_mensual_promedio,ahorro_mensual_estimado,porcentaje_gastos_ingreso,frecuencia_ahorro,perfil_financiero,ratio_gasto_ingreso,ratio_deuda_ingreso,ratio_ahorro_ingreso,cantidad_transacciones,monto_total,monto_promedio_transaccion,monto_mediano,monto_maximo,desviacion_montos,cantidad_recurrentes,cantidad_transacciones_grandes,categorias_distintas,ratio_deuda_ingreso_calculado,ratio_gasto_ingreso_calculado,ratio_ahorro_ingreso_calculado
USR0011,5862.46,1027.08,17.52,4095.27,740.12,69.86,Media,En observación,0.6985582844062049,0.1751960780969081,0.12624734326545511,72,119492.74,1659.621388888889,928.3499999999999,6024.0,1938.1242374895687,24,12,10,0.1751960780969081,0.6985582844062049,0.12624734326545511
USR0012,2264.26,656.85,29.01,1836.43,-229.01,81.1,Nunca,En riesgo,0.8110508510506743,0.2900947771015696,-0.10114121169830319,79,49208.28,622.8896202531646,427.94,2075.78,613.5158916973859,32,12,12,0.2900947771015696,0.8110508510506743,-0.10114121169830319
USR0013,4893.93,2569.28,52.5,3728.76,-1404.11,76.19,Nunca,En riesgo,0.7619152705494358,0.5249932058693115,-0.2869084764187473,73,103472.28,1417.428493150685,840.09,4983.71,1572.369303162226,27,12,11,0.5249932058693115,0.7619152705494358,-0.2869084764187473
USR0014,4725.69,803.47,17.0,4168.27,-246.05,88.2,Nunca,En riesgo,0.8820447384403126,0.17002173227613324,-0.05206647071644565,74,106727.52,1442.2637837837838,978.6600000000001,4808.38,1472.8324066947143,27,12,11,0.17002173227613324,0.8820447384403126,-0.05206647071644565
USR0015,1808.09,135.75,7.51,1195.7,476.64,66.13,Alta,En observación,0.6613055766029347,0.07507922725085588,0.26361519614620954,72,36045.52,500.6322222222222,269.975,1842.99,602.6729301922738,26,12,9,0.07507922725085588,0.6613055766029347,0.26361519614620954
USR0016,2851.74,433.08,15.19,2102.86,315.8,73.74,Media,En observación,0.7373954147292531,0.15186517704980118,0.11073940822094581,79,59455.15,752.596835443038,462.22,2678.67,812.3165317032016,25,12,11,0.15186517704980118,0.7373954147292531,0.11073940822094581
USR0017,2835.45,1158.78,40.87,1579.34,97.33,55.7,Baja,En riesgo,0.556998007370964,0.4086758715547797,0.03432612107425629,75,52977.42,706.3656,350.9,2896.5,932.2352278626978,34,12,10,0.4086758715547797,0.556998007370964,0.03432612107425629
USR0018,2615.24,477.64,18.26,1884.14,253.46,72.04,Baja,En observación,0.7204463070310948,0.1826371575840076,0.09691653538489776,76,53992.5,710.4276315789474,457.53999999999996,2567.58,799.357462010363,26,12,11,0.1826371575840076,0.7204463070310948,0.09691653538489776
USR0019,1611.82,249.75,15.49,1465.7,-103.64,90.93,Nunca,En riesgo,0.909344715911206,0.1549490637912422,-0.06429998386916654,73,36930.22,505.89342465753424,330.07,1646.03,508.2076178596783,26,12,11,0.1549490637912422,0.909344715911206,-0.06429998386916654
USR0020,3829.44,415.81,10.86,3401.73,11.9,88.83,Baja,En riesgo,0.8883100401103033,0.10858245592044789,0.0031075039692487674,80,86774.11,1084.676375,800.09,3656.64,1114.221195228676,29,12,11,0.10858245592044789,0.8883100401103033,0.0031075039692487674
USR0021,3921.54,241.45,6.16,1655.01,2025.09,42.2,Alta,Saludable,0.42203063082360504,0.06157019946245607,0.516401719732554,74,66918.62,904.3056756756756,371.62,4023.63,1333.8195012943465,32,12,11,0.06157019946245607,0.42203063082360504,0.516401719732554
USR0022,1360.58,196.3,14.43,911.26,253.02,66.98,Media,En observación,0.6697584853518352,0.14427670552264477,0.18596480912552002,78,27262.01,349.5129487179487,191.88,1335.38,418.4292029462154,25,12,12,0.14427670552264477,0.6697584853518352,0.18596480912552002
USR0023,2788.28,425.78,15.27,1823.84,538.66,65.41,Media,En observación,0.654109343394494,0.15270345876310842,0.19318719784239743,75,55345.5,737.94,404.38,2816.01,894.075128098184,34,12,12,0.15270345876310842,0.654109343394494,0.19318719784239743
USR0024,1754.05,317.46,18.1,1373.06,63.52,78.28,Baja,En riesgo,0.7827941050711211,0.18098685898349534,0.03621333485362447,74,37525.36,507.09945945945947,322.135,1754.43,553.6049312421217,29,12,10,0.18098685898349534,0.7827941050711211,0.03621333485362447
USR0025,4694.45,1352.13,28.8,3420.98,-78.66,72.87,Nunca,En observación,0.7287286050549053,0.2880273514469214,-0.016755956501826624,76,97385.1,1281.3828947368422,750.13,4494.09,1397.37100113207,23,12,11,0.2880273514469214,0.7287286050549053,-0.016755956501826624
USR0026,4720.01,1213.93,25.72,3797.08,-291.0,80.45,Nunca,En riesgo,0.804464397321192,0.2571880144321728,-0.06165241175336492,76,102205.07,1344.8035526315791,787.8050000000001,4781.65,1476.5788262807182,29,12,11,0.2571880144321728,0.804464397321192,-0.06165241175336492
USR0027,2231.96,1100.3,49.3,1613.24,-481.58,72.28,Nunca,En riesgo,0.7227907310166849,0.49297478449434573,-0.21576551551103065,76,46142.38,607.1365789473684,370.12,2188.3,678.5787523396285,32,12,11,0.49297478449434573,0.7227907310166849,-0.21576551551103065
USR0028,2922.51,117.51,4.02,2637.44,167.56,90.25,Baja,En riesgo,0.9024571344494972,0.0402085878234805,0.05733427772702231,75,66719.42,889.5922666666667,588.85,2934.95,900.4964332140795,28,12,9,0.0402085878234805,0.9024571344494972,0.05733427772702231
USR0029,5674.09,885.2,15.6,3251.79,1537.1,57.31,Alta,Saludable,0.5730945402698935,0.15600739501840824,0.27089806471169825,75,107110.56999999999,1428.1409333333331,758.06,5727.99,1873.143614508359,29,12,10,0.15600739501840824,0.5730945402698935,0.27089806471169825
USR0030,3505.57,515.35,14.7,1958.62,1031.6,55.87,Alta,Saludable,0.5587165567939022,0.1470089029744093,0.29427454023168836,83,65570.25,790.0030120481928,426.54,3272.54,1001.0462476935343,27,12,13,0.1470089029744093,0.5587165567939022,0.29427454023168836
USR0031,4281.99,35.79,0.84,1764.55,2481.64,41.21,Alta,Saludable,0.4120864364466054,0.008358263330834495,0.5795529648597965,77,72558.52,942.3184415584416,393.06,4209.33,1372.7584212818258,29,12,12,0.008358263330834495,0.4120864364466054,0.5795529648597965
USR0032,2458.2,508.89,20.7,1541.36,407.96,62.7,Media,En observación,0.627027906598324,0.20701732975347817,0.16595883166544625,84,47994.76,571.3661904761905,339.265,2198.1,666.2055351195057,27,15,13,0.20701732975347817,0.627027906598324,0.16595883166544625
USR0033,5803.72,1479.6,25.49,4921.46,-597.34,84.8,Nunca,En riesgo,0.8479837070017161,0.25493993507612356,-0.10292364207783973,76,128702.17,1693.4496052631578,1013.07,5806.35,1791.8383052366014,28,12,12,0.25493993507612356,0.8479837070017161,-0.10292364207783973
USR0034,2138.43,292.57,13.68,1827.23,18.63,85.45,Baja,En riesgo,0.8544726738775644,0.13681532713252245,0.00871199898991316,75,47587.99,634.5065333333333,446.12,2069.96,646.843925033454,26,12,11,0.13681532713252245,0.8544726738775644,0.00871199898991316
USR0035,5052.36,339.12,6.71,3178.95,1534.29,62.92,Alta,En observación,0.6292010070541292,0.06712110775954208,0.30367788518632877,79,98775.70999999999,1250.3254430379745,669.11,4910.73,1528.5067690570843,29,12,12,0.06712110775954208,0.6292010070541292,0.30367788518632877
USR0036,2551.78,1299.03,50.91,1382.52,-129.77,54.18,Nunca,En riesgo,0.5417865176465055,0.5090681798587652,-0.05085469750527083,73,47211.66,646.7350684931507,306.07,2587.45,835.9717339804206,33,13,11,0.5090681798587652,0.5417865176465055,-0.05085469750527083
USR0037,2592.66,523.47,20.19,1635.63,433.56,63.09,Media,En observación,0.6308694545370392,0.20190460762305895,0.1672259378399019,75,50739.48,676.5264000000001,383.44,2630.72,845.7153476833296,25,12,11,0.20190460762305895,0.6308694545370392,0.1672259378399019
USR0038,3534.72,285.28,8.07,2259.41,990.03,63.92,Alta,En observación,0.6392048026434909,0.08070794857867102,0.28008724877783814,77,69529.62,902.9820779220779,495.12,3467.86,1096.461602343669,33,12,12,0.08070794857867102,0.6392048026434909,0.28008724877783814
USR0039,3121.1,1333.52,42.73,2529.21,-741.63,81.04,Nunca,En riesgo,0.810358527442248,0.4272596200057672,-0.23761814744801513,78,67803.77,869.2791025641026,528.49,3104.53,960.2165678950885,29,12,12,0.4272596200057672,0.810358527442248,-0.23761814744801513
USR0040,2402.94,362.18,15.07,1608.72,432.04,66.95,Media,En observación,0.6694798871382557,0.1507236968047475,0.17979641605699684,81,48139.9,594.3197530864197,343.78,2230.9,675.645221073855,29,13,12,0.1507236968047475,0.6694798871382557,0.17979641605699684
USR0041,4623.3,840.39,18.18,2742.26,1040.64,59.31,Alta,Saludable,0.5931390997772155,0.18177275971708517,0.22508597754850432,72,88386.69,1227.5929166666667,623.9449999999999,4759.74,1548.314207165681,28,12,10,0.18177275971708517,0.5931390997772155,0.22508597754850432
USR0042,4745.05,775.77,16.35,3124.35,844.92,65.84,Media,En observación,0.6584440627601394,0.163490374179408,0.17806345560110007,77,94432.81,1226.4001298701298,701.83,4700.95,1498.3836867556684,30,12,12,0.163490374179408,0.6584440627601394,0.17806345560110007
USR0043,3918.04,867.4,22.14,2770.72,279.92,70.72,Baja,En observación,0.7071699114863553,0.2213862033057345,0.07144388520791008,74,80265.13,1084.663918918919,604.2049999999999,3979.0,1270.1693207814044,32,12,12,0.2213862033057345,0.7071699114863553,0.07144388520791008
USR0044,2392.02,990.92,41.43,1552.01,-150.91,64.88,Nunca,En riesgo,0.6488281870552922,0.4142607503281745,-0.06308893738346669,77,47328.33,614.6536363636363,363.63,2338.81,737.5154345055912,23,12,12,0.4142607503281745,0.6488281870552922,-0.06308893738346669
USR0045,3983.71,503.86,12.65,2011.36,1468.49,50.49,Alta,Saludable,0.5048961897326864,0.12648009016720596,0.3686237201001077,78,71940.76,922.3174358974359,452.27,3827.15,1229.6428045906873,29,13,12,0.12648009016720596,0.5048961897326864,0.3686237201001077
USR0046,2544.99,132.03,5.19,1353.4,1059.55,53.18,Alta,Saludable,0.5317899088012135,0.0518783963787677,0.41632776553149525,76,46780.7,615.5355263157894,328.76,2365.74,752.8045872768395,22,15,11,0.0518783963787677,0.5317899088012135,0.41632776553149525
USR0047,3618.12,418.56,11.57,2144.13,1055.43,59.26,Alta,Saludable,0.592608868694239,0.11568438857749329,0.29170674272826774,77,69147.0,898.012987012987,491.94,3628.3,1158.2940689403,24,12,12,0.11568438857749329,0.592608868694239,0.29170674272826774
USR0048,2488.05,416.92,16.76,1539.97,531.16,61.89,Alta,En observación,0.6189465645786861,0.1675689797230763,0.21348445569823754,75,48336.2,644.4826666666667,348.66,2503.07,807.151652961994,23,12,11,0.1675689797230763,0.6189465645786861,0.21348445569823754
USR0049,7073.66,16.89,0.24,3127.25,3929.52,44.21,Alta,Saludable,0.4420978672992482,0.0023877313865806387,0.5555144013141712,75,122410.94,1632.1458666666667,747.71,7023.22,2297.5714478406726,28,12,11,0.0023877313865806387,0.4420978672992482,0.5555144013141712
USR0050,2480.75,606.08,24.43,1980.35,-105.68,79.83,Nunca,En riesgo,0.7982868084248714,0.2443132117303235,-0.042600020155195005,72,53533.12,743.5155555555556,421.945,2555.84,803.1519258063493,36,12,9,0.2443132117303235,0.7982868084248714,-0.042600020155195005
USR0051,3310.66,874.54,26.42,2614.11,-177.98,78.96,Nunca,En riesgo,0.7896038856300557,0.264158808213468,-0.05375967329777144,72,71097.29,987.462361111111,617.625,3405.17,1083.082172272421,24,12,9,0.264158808213468,0.7896038856300557,-0.05375967329777144
USR0052,5034.95,317.11,6.3,5076.05,-358.21,100.82,Nunca,En riesgo,1.0081629410421158,0.06298175751497036,-0.07114469855708597,75,121331.92,1617.7589333333333,1160.94,4946.7,1470.1768492237393,26,12,11,0.06298175751497036,1.0081629410421158,-0.07114469855708597
USR0053,2003.6,239.33,11.95,1566.9,197.37,78.2,Baja,En observación,0.7820423238171292,0.11944999001796767,0.09850768616490319,74,42845.9,578.9986486486487,329.895,2043.15,639.3104696603418,29,12,11,0.11944999001796767,0.7820423238171292,0.09850768616490319
USR0054,2898.79,1299.14,44.82,2075.11,-475.46,71.59,Nunca,En riesgo,0.7158538562641654,0.44816630387161543,-0.16402016013578077,76,59686.87,785.353552631579,508.945,2700.41,831.8546344864251,32,13,11,0.44816630387161543,0.7158538562641654,-0.16402016013578077
USR0055,5832.82,158.18,2.71,2978.18,2696.47,51.06,Alta,Saludable,0.5105900747837239,0.027118957896866355,0.46229268175599453,72,105732.0,1468.5,656.0450000000001,6026.7,1985.3511125934515,24,12,10,0.027118957896866355,0.5105900747837239,0.46229268175599453
USR0056,3883.02,1348.4,34.73,3608.08,-1073.47,92.92,Nunca,En riesgo,0.9291942869210048,0.34725548670879886,-0.2764523489448934,72,89893.18000000001,1248.516388888889,835.175,3978.6,1233.8234405834799,28,12,9,0.34725548670879886,0.9291942869210048,-0.2764523489448934
USR0057,3599.82,737.05,20.47,2780.34,82.42,77.24,Baja,En riesgo,0.7723552844308882,0.2047463484285325,0.022895589223905638,76,76561.93,1007.3938157894736,645.195,3559.54,1101.7190369708208,25,12,11,0.2047463484285325,0.7723552844308882,0.022895589223905638
USR0058,3107.22,1172.24,37.73,2129.92,-194.94,68.55,Nunca,En observación,0.6854744755762386,0.377263277141625,-0.06273775271786355,72,62845.73,872.8573611111111,531.435,3193.43,1028.2582603867093,29,12,10,0.377263277141625,0.6854744755762386,-0.06273775271786355
USR0059,2625.95,307.02,11.69,1157.99,1160.94,44.1,Alta,Saludable,0.4409794550543613,0.11691768693234829,0.44210285801329047,78,45407.26,582.144358974359,271.19,2544.77,817.6066283971371,27,14,12,0.11691768693234829,0.4409794550543613,0.44210285801329047
USR0060,6637.88,256.84,3.87,3451.52,2929.52,52.0,Alta,Saludable,0.5199732444696198,0.0386930767052131,0.44133367882516705,73,121072.84,1658.5320547945205,802.55,6762.39,2246.8019779949695,28,12,11,0.0386930767052131,0.5199732444696198,0.44133367882516705
USR0061,2638.84,989.23,37.49,1505.16,144.44,57.04,Baja,En observación,0.5703869882220975,0.37487305027966833,0.05473617195434357,75,49727.98,663.0397333333334,324.42,2669.31,861.5445555339538,29,12,11,0.37487305027966833,0.5703869882220975,0.05473617195434357
USR0062,2362.05,304.0,12.87,1256.78,801.27,53.21,Alta,Saludable,0.5320717173641539,0.1287017632988294,0.33922651933701653,75,43426.04,579.0138666666667,317.51,2281.69,742.8898554783776,29,12,9,0.1287017632988294,0.5320717173641539,0.33922651933701653
USR0063,3448.0,597.26,17.32,1964.49,886.25,56.97,Alta,Saludable,0.5697476798143851,0.17321925754060324,0.2570330626450116,76,64949.9,854.603947368421,440.585,3322.37,1059.587071013457,29,12,11,0.17321925754060324,0.5697476798143851,0.2570330626450116
USR0064,3462.57,287.26,8.3,3384.7,-209.39,97.75,Nunca,En riesgo,0.97751092396688,0.08296149969531301,-0.0604724236621931,74,82167.20999999999,1110.3677027027027,731.1,3464.19,1062.8867490948883,27,12,10,0.08296149969531301,0.97751092396688,-0.0604724236621931
USR0065,3966.64,297.53,7.5,3719.97,-50.86,93.78,Nunca,En riesgo,0.9378138676562532,0.07500806728112458,-0.012821934937377731,78,92239.23,1182.5542307692308,800.14,3899.28,1161.092848267292,29,12,13,0.07500806728112458,0.9378138676562532,-0.012821934937377731
USR0066,3276.65,1783.65,54.44,1506.73,-13.72,45.98,Nunca,En riesgo,0.4598385546213358,0.5443517006698915,-0.004187203393710039,76,57400.53,755.2701315789474,372.63,3293.32,1081.1566285116364,29,12,11,0.5443517006698915,0.4598385546213358,-0.004187203393710039
USR0067,2703.26,986.18,36.48,1609.59,107.49,59.54,Baja,En observación,0.5954255232571043,0.3648113758942905,0.039763100848605015,74,51754.15,699.3804054054054,371.765,2706.4,872.1830771814775,28,12,11,0.3648113758942905,0.5954255232571043,0.039763100848605015
USR0068,1399.76,681.4,48.68,1066.53,-348.18,76.19,Nunca,En riesgo,0.7619377607589872,0.48679773675487226,-0.2487426415957021,74,29595.45,399.9385135135135,258.83,1356.58,427.856398514519,30,12,10,0.48679773675487226,0.7619377607589872,-0.2487426415957021
USR0069,3230.1,627.36,19.42,2381.25,221.48,73.72,Baja,En observación,0.7372062784433918,0.1942230890684499,0.06856753660877372,76,67336.17,886.0022368421053,519.06,3240.67,1011.300503413433,23,12,12,0.1942230890684499,0.7372062784433918,0.06856753660877372
USR0070,6670.28,719.72,10.79,3909.97,2040.6,58.62,Alta,Saludable,0.5861777916369327,0.10789951846099415,0.30592418908951347,78,126962.99,1627.730641025641,791.79,6679.21,2131.977442626543,29,12,11,0.10789951846099415,0.5861777916369327,0.30592418908951347
USR0071,4962.88,520.8,10.49,3040.53,1401.55,61.27,Alta,En observación,0.612654345863692,0.10493906763814558,0.28240658649816236,76,96040.95,1263.6967105263157,704.56,4995.92,1592.1741458951767,26,12,11,0.10493906763814558,0.612654345863692,0.28240658649816236
USR0072,5087.37,1890.08,37.15,3540.72,-343.43,69.6,Nunca,En observación,0.6959824034815631,0.3715239898021964,-0.06750639328375958,74,103537.11,1399.150135135135,846.375,5067.65,1586.4417506927498,25,12,11,0.3715239898021964,0.6959824034815631,-0.06750639328375958
USR0073,5125.34,234.91,4.58,4516.67,373.76,88.12,Baja,En observación,0.8812430004643594,0.04583305692890618,0.07292394260673438,80,115704.08,1446.301,911.345,5120.12,1588.89794988806,30,12,11,0.04583305692890618,0.8812430004643594,0.07292394260673438
USR0074,2614.67,466.43,17.84,1891.74,256.5,72.35,Baja,En observación,0.723510041420141,0.1783896246945121,0.0981003338853469,80,54076.86,675.96075,408.18,2473.88,756.9417393910456,32,12,11,0.1783896246945121,0.723510041420141,0.0981003338853469
USR0075,5782.34,421.99,7.3,3468.98,1891.37,59.99,Alta,Saludable,0.599926673284518,0.07297910534489498,0.32709422137058697,75,111015.85,1480.2113333333334,862.02,5874.4,1878.726585758565,23,12,10,0.07297910534489498,0.599926673284518,0.32709422137058697
USR0076,1365.01,533.55,39.09,726.36,105.1,53.21,Baja,En observación,0.5321279697584633,0.3908762573167962,0.07699577292474047,77,25096.35,325.92662337662335,176.45,1312.33,416.4179101753,25,13,12,0.3908762573167962,0.5321279697584633,0.07699577292474047
USR0077,1917.2,962.28,50.19,1425.06,-470.13,74.33,Nunca,En riesgo,0.743302733152514,0.5019194658877529,-0.24521698310035467,77,40107.08,520.8711688311688,294.4,1915.28,594.4791354710928,33,12,12,0.5019194658877529,0.743302733152514,-0.24521698310035467
USR0078,4776.28,1363.02,28.54,3248.08,165.18,68.0,Baja,En observación,0.6800438835244165,0.2853727168423962,0.03458339963318734,76,96292.42,1267.0055263157894,773.555,4861.87,1556.203977614241,32,12,11,0.2853727168423962,0.6800438835244165,0.03458339963318734
USR0079,3781.78,503.84,13.32,1688.44,1589.5,44.65,Alta,Saludable,0.44646700759959596,0.13322826817001515,0.42030472423038884,77,65642.61,852.5014285714286,378.37,3754.81,1220.448112023348,29,13,11,0.13322826817001515,0.44646700759959596,0.42030472423038884
USR0080,3840.44,465.42,12.12,2946.52,428.51,76.72,Media,En observación,0.7672350043224214,0.12118923873306184,0.11157836081282353,76,81443.48,1071.6247368421052,703.145,3712.45,1139.8538247494412,27,12,11,0.12118923873306184,0.7672350043224214,0.11157836081282353
USR0081,4492.73,210.54,4.69,2134.7,2147.49,47.51,Alta,Saludable,0.47514540157098245,0.046862375437651496,0.47799222299136607,77,79529.16,1032.8462337662338,501.39,4492.95,1458.139943503221,30,12,12,0.046862375437651496,0.47514540157098245,0.47799222299136607
USR0082,2341.19,371.76,15.88,1960.26,9.18,83.73,Baja,En riesgo,0.837292146301667,0.15879104216231915,0.003921082868114078,75,51617.39,688.2318666666666,504.81,2268.41,695.2051307555928,22,12,12,0.15879104216231915,0.837292146301667,0.003921082868114078
USR0083,3158.22,1184.11,37.49,2633.11,-659.0,83.37,Nunca,En riesgo,0.833732292240566,0.3749295489231276,-0.2086618411636935,74,69496.02,939.1354054054054,645.13,3133.4,960.4636771353765,25,12,12,0.3749295489231276,0.833732292240566,-0.2086618411636935
USR0084,4009.44,96.06,2.4,2139.3,1774.08,53.36,Alta,Saludable,0.5335657847479948,0.023958458039027894,0.4424757572129773,76,73784.92,970.8542105263158,461.45500000000004,3932.1,1280.6633285171797,25,12,10,0.023958458039027894,0.5335657847479948,0.4424757572129773
USR0085,6354.06,412.86,6.5,5499.3,441.9,86.55,Baja,En observación,0.8654781352395161,0.06497577926554046,0.06954608549494339,77,142240.41,1847.278051948052,1231.74,6348.01,1967.2558066076924,31,12,12,0.06497577926554046,0.8654781352395161,0.06954608549494339
USR0086,3481.37,385.97,11.09,2859.67,235.73,82.14,Baja,En observación,0.8214208774132024,0.110867273515886,0.06771184907091174,77,76092.43000000001,988.2133766233767,682.36,3444.38,1083.220559007661,22,12,12,0.110867273515886,0.8214208774132024,0.06771184907091174
USR0087,4430.37,360.19,8.13,1959.03,2111.15,44.22,Alta,Saludable,0.442182029943323,0.08130020743188493,0.4765177626247921,73,76672.72,1050.3112328767124,447.63,4582.99,1519.9981168893173,28,12,11,0.08130020743188493,0.442182029943323,0.4765177626247921
USR0088,2058.02,259.4,12.6,1202.95,595.68,58.45,Alta,Saludable,0.5845181290755193,0.12604347868339472,0.2894432512803568,76,39131.62,514.8897368421053,304.885,1814.15,578.8951995930954,25,15,11,0.12604347868339472,0.5845181290755193,0.2894432512803568
USR0089,3950.26,695.31,17.6,2414.72,840.22,61.13,Alta,En observación,0.6112812827510087,0.17601626222071456,0.21269992354933598,72,76379.78,1060.8302777777778,513.045,4033.83,1321.9768679519027,30,12,10,0.17601626222071456,0.6112812827510087,0.21269992354933598
USR0090,2204.28,111.97,5.08,837.53,1254.78,38.0,Alta,Saludable,0.379956266898942,0.050796632006823085,0.5692471010942348,75,36501.72,486.68960000000004,187.73,2223.13,745.0799070359882,22,12,10,0.050796632006823085,0.379956266898942,0.5692471010942348
USR0091,1762.15,199.93,11.35,1058.98,503.23,60.1,Alta,En observación,0.600959055699004,0.11345799165791788,0.28557727775728514,76,33853.56,445.4415789473684,250.105,1704.39,536.8267811924752,28,13,11,0.11345799165791788,0.600959055699004,0.28557727775728514
USR0092,4711.18,447.2,9.49,2821.16,1442.82,59.88,Alta,Saludable,0.5988223757105438,0.0949231402748356,0.3062544840146205,72,90388.12,1255.3905555555555,606.79,4799.41,1572.5471167252233,21,12,10,0.0949231402748356,0.5988223757105438,0.3062544840146205
USR0093,5643.55,686.07,12.16,4758.63,198.84,84.32,Baja,En riesgo,0.8431979870825987,0.12156709872332132,0.03523314225974785,75,124826.16,1664.3488,1063.24,5641.51,1759.2163886706658,26,12,12,0.12156709872332132,0.8431979870825987,0.03523314225974785
USR0094,4105.63,737.59,17.97,2231.81,1136.24,54.36,Alta,Saludable,0.5435974503304,0.17965330533925367,0.27675168001013245,75,76049.24,1013.9898666666668,520.86,4155.55,1350.6020980203639,31,12,11,0.17965330533925367,0.5435974503304,0.27675168001013245
USR0095,3207.34,356.72,11.12,1890.16,960.46,58.93,Alta,Saludable,0.589323239818666,0.11121988937873753,0.29945687080259653,72,61170.08,849.5844444444444,428.545,3261.44,1073.3514918156056,28,12,10,0.11121988937873753,0.589323239818666,0.29945687080259653
USR0096,6908.8,768.2,11.12,3704.2,2436.4,53.62,Alta,Saludable,0.5361567855488651,0.11119152385363594,0.35265169059749885,77,127356.06,1653.9748051948052,845.1,6948.85,2236.424439242489,29,12,13,0.11119152385363594,0.5361567855488651,0.35265169059749885
USR0097,2651.48,175.74,6.63,1138.24,1337.5,42.93,Alta,Saludable,0.4292847768038982,0.06627996439724229,0.5044352587988595,73,45476.7,622.9684931506849,245.62,2662.58,889.958051921349,34,13,10,0.06627996439724229,0.4292847768038982,0.5044352587988595
USR0098,3231.45,399.27,12.36,1716.66,1115.52,53.12,Alta,Saludable,0.5312352040105836,0.12355753609060947,0.3452072598988071,78,59377.27,761.2470512820512,420.155,3051.24,973.1387137453186,30,12,11,0.12355753609060947,0.5312352040105836,0.3452072598988071
USR0099,4973.79,875.7,17.61,3849.47,248.62,77.4,Baja,En riesgo,0.773951051411499,0.1760629218362657,0.04998602675223522,76,105879.17,1393.1469736842105,704.23,5009.46,1582.6977302627051,26,21,10,0.1760629218362657,0.773951051411499,0.04998602675223522
USR0100,6342.24,1370.05,21.6,3877.91,1094.28,61.14,Media,En observación,0.6114416988319584,0.2160198920255304,0.17253840914251117,72,122641.86,1703.3591666666666,834.31,6445.58,2121.243517663703,26,12,9,0.2160198920255304,0.6114416988319584,0.17253840914251117
